,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol
Rabl3,267.8810259885536,-0.053399567472045065,1.9833458346954094,-0.026923981959125078,0.9785203656115347,0.9981366870931071,Rabl3
4632427E13Rik,529.8967260519714,-0.048084100714348675,1.7937164111621007,-0.026806969270686595,0.9786136945426722,0.9981366870931071,4632427E13Rik
2410016O06Rik,645.372708432011,-0.03542336863601646,1.2837983724691078,-0.02759262622205019,0.977987062850229,0.9981366870931071,2410016O06Rik
Tnfrsf12a,710.8849486757903,0.04322115264539083,1.5958287599373755,0.027083828622744548,0.9783928729196781,0.9981366870931071,Tnfrsf12a
Med29,999.0238438048336,0.018468765240072443,0.6958692413410701,0.026540568461511073,0.9788261760320022,0.9982567334142585,Med29
Dars2,351.28898169736993,0.05164690008862606,1.9696203638129919,0.026221753713310886,0.9790804648927154,0.998419389644663,Dars2
Gpld1,59.04759914046883,-0.0767234996778626,3.121644483819578,-0.02457791080167635,0.9803916386036594,0.9984402581106703,Gpld1
Thap11,1729.483650410123,0.019237043025243743,0.7904815636770616,0.024335852863866067,0.9805847151426407,0.9984402581106703,Thap11
Ttl,188.23906155919002,-0.059469889737086244,2.420716598973337,-0.024567059920317953,0.9804002937409555,0.9984402581106703,Ttl
Lpp,763.5321361058002,-0.03436524718068906,1.4314138635693912,-0.024007904391114016,0.980846303732999,0.9984402581106703,Lpp
Ikbkb,3071.079440454255,0.012756731199583366,0.5272381124299281,0.024195388950146852,0.9806967561397889,0.9984402581106703,Ikbkb
Wdr24,257.9854422962532,-0.043621635118769715,1.8121205485014555,-0.024072148596760243,0.980795059083069,0.9984402581106703,Wdr24
Rad54l2,199.0873510344943,0.040212851550950876,1.6525571079040804,0.02433371370866111,0.9805864214362592,0.9984402581106703,Rad54l2
Gla,123.37313573193617,0.0482214810733559,1.986416297057187,0.024275616921183393,0.9806327622768364,0.9984402581106703,Gla
Gas2l3,291.66015756876925,-0.031959865249123705,1.2828277112034308,-0.024913606846816476,0.9801238739091291,0.9984402581106703,Gas2l3
Mcat,1002.1725896954283,0.04193579173487701,1.6848825809215153,0.024889444647199693,0.9801431465788752,0.9984402581106703,Mcat
Egfr,66.3991203731748,0.07732957031881844,3.2119191783355103,0.024075814497577862,0.9807921349648739,0.9984402581106703,Egfr
Tmem39b,762.7551594338362,0.039518568370336696,1.5974389785375362,0.02473870294971527,0.9802633840287557,0.9984402581106703,Tmem39b
B230208H17Rik,1760.201284446905,0.01903831043449091,0.7986535537158098,0.023838008791062664,0.9809818220244253,0.9984402581106703,B230208H17Rik
Bloc1s1,3375.8156236123127,-0.0183870929104972,0.7439809789683518,-0.024714466404764587,0.9802827160830276,0.9984402581106703,Bloc1s1
Cd320,337.23396376586095,0.05470368422341145,2.2049694479342015,0.024809270838043764,0.9802070962761483,0.9984402581106703,Cd320
Ppil4,1755.4574096636607,-0.020126121480313012,0.8348829247845964,-0.024106519468589736,0.9807676430509574,0.9984402581106703,Ppil4
Vps29,6184.823802757133,0.015378035831410295,0.6179016751515878,0.024887512770761875,0.9801446875159283,0.9984402581106703,Vps29
4933431G14Rik,50.31301776111664,0.08387077209394227,3.521163078955993,0.02381905359487341,0.9809969417897091,0.9984402581106703,4933431G14Rik
Tor1a,5723.4565398477525,-0.01614654999799844,0.6583098020978602,-0.024527281754796352,0.9804320225643229,0.9984402581106703,Tor1a
